,SESSION_YEAR,COURSE_TITLE,COURSE_DESCRIPTION,FACULTY,SUBJECT_CODE,COURSE_NUMBER,SECTION_NUMBER,SECTION_TYPE,CREDITS,PRE_REQUISITE_DESCRIPTIONS,CO_PRE_REQUISITE_DESCRIPTIONS,TERM,DAYSMET,START_TIME,END_TIME,CAMPUS,BUILDING,ROOM_NUMBER,INSTRUCTORS,TOTAL_SEATS_REMAINING,CURRENTLY_REGISTERED,GENERAL_SEATS_REMAINING,RESTRICTED_SEATS_REMAINING
135916,2018W,INTR VLSI SYS,"Static CMOS combinational logic circuits. Standard cells design and layout. Memory element (flip-flop and latch) design. Dynamic logic families. Synchronous logic and timing analysis. Power, scaling, and industry trends. Verification. VHDL/Verilog design, layout and synthesis project using CAD tools.",FACULTY OF APPLIED SCIENCE                        ,ELEC,402,1W1,W-L,4,"One of EECE 353, CPEN 311.",,1,,,,UBC,,,,20,0,20,0
135917,2018W,INTR VLSI SYS,"Static CMOS combinational logic circuits. Standard cells design and layout. Memory element (flip-flop and latch) design. Dynamic logic families. Synchronous logic and timing analysis. Power, scaling, and industry trends. Verification. VHDL/Verilog design, layout and synthesis project using CAD tools.",FACULTY OF APPLIED SCIENCE                        ,ELEC,402,T1A,TUT,4,"One of EECE 353, CPEN 311.",,1,W,10:00 AM,12:00 PM,UBC,CEME,1204,"MOLAVI, REZA",16,44,16,0
135918,2018W,INTR VLSI SYS,"Static CMOS combinational logic circuits. Standard cells design and layout. Memory element (flip-flop and latch) design. Dynamic logic families. Synchronous logic and timing analysis. Power, scaling, and industry trends. Verification. VHDL/Verilog design, layout and synthesis project using CAD tools.",FACULTY OF APPLIED SCIENCE                        ,ELEC,402,T1W,W-L,4,"One of EECE 353, CPEN 311.",,1,R,,,UBC,,,,10,0,10,0
135922,2018W,ANTENN & PROPGTN,"Basic antenna concepts; antennas for low, medium and high frequencies; terrestrial and satellite propagation links; environmental effects on electromagnetic radiation.",FACULTY OF APPLIED SCIENCE                        ,ELEC,411,101,LEC,3,"One of EECE 364, ELEC 311, PHYS 301, PHYS 354.",,1,MWF,,,UBC,,,,50,0,50,0
135923,2018W,ANTENN & PROPGTN,"Basic antenna concepts; antennas for low, medium and high frequencies; terrestrial and satellite propagation links; environmental effects on electromagnetic radiation.",FACULTY OF APPLIED SCIENCE                        ,ELEC,411,1W1,W-L,3,"One of EECE 364, ELEC 311, PHYS 301, PHYS 354.",,1,,,,UBC,,,,20,0,20,0
135926,2018W,OPT WAVEGDS&PHNS,Planar dielectric waveguides; single mode optical fibers; integrated optics waveguides and devices; semiconductor lasers; optical detectors; optical communications links.,FACULTY OF APPLIED SCIENCE                        ,ELEC,412,101,LEC,3,,,1,MWF,1:00 PM,2:00 PM,UBC,CEME,1202,"JAEGER, NICOLAS A",74,6,-2,76
135927,2018W,OPT WAVEGDS&PHNS,Planar dielectric waveguides; single mode optical fibers; integrated optics waveguides and devices; semiconductor lasers; optical detectors; optical communications links.,FACULTY OF APPLIED SCIENCE                        ,ELEC,412,1W1,TUT,3,,,1,,,,UBC,,,,20,0,20,0
135928,2018W,SEMI CONDCT LASR,"An introduction to lasers and applications. Theory, modeling, fabrication and performance of semiconductor lasers. Optical communications links.",FACULTY OF APPLIED SCIENCE                        ,ELEC,413,101,LEC,3,,,1,,,,UBC,,,,0,0,0,0
135929,2018W,SEMI CONDCT LASR,"An introduction to lasers and applications. Theory, modeling, fabrication and performance of semiconductor lasers. Optical communications links.",FACULTY OF APPLIED SCIENCE                        ,ELEC,413,1W1,LEC,3,,,1,,,,UBC,,,,0,0,0,0
135934,2018W,DIG SIG&IMG PRCS,DSP fundamentals; image processing; signal representation; digital filtering; statistical estimation; DSP applications.,FACULTY OF APPLIED SCIENCE                        ,ELEC,421,101,LEC,3,"One of EECE 269, ELEC 221, EECE 359, EECE 369.",,1,TR,10:00 AM,11:00 AM,UBC,MCLD,220,"GARBI, RAFEEF",11,27,-4,15
135935,2018W,DIG SIG&IMG PRCS,DSP fundamentals; image processing; signal representation; digital filtering; statistical estimation; DSP applications.,FACULTY OF APPLIED SCIENCE                        ,ELEC,421,1W1,W-L,3,"One of EECE 269, ELEC 221, EECE 359, EECE 369.",,1,,,,UBC,,,,20,0,20,0
135936,2018W,DIG SIG&IMG PRCS,DSP fundamentals; image processing; signal representation; digital filtering; statistical estimation; DSP applications.,FACULTY OF APPLIED SCIENCE                        ,ELEC,421,T1A,TUT,3,"One of EECE 269, ELEC 221, EECE 359, EECE 369.",,1,R,8:00 AM,10:00 AM,UBC,MCLD,348,"GARBI, RAFEEF",9,27,9,0
135937,2018W,DIG SIG&IMG PRCS,DSP fundamentals; image processing; signal representation; digital filtering; statistical estimation; DSP applications.,FACULTY OF APPLIED SCIENCE                        ,ELEC,421,T1B,TUT,3,"One of EECE 269, ELEC 221, EECE 359, EECE 369.",,1,F,,,UBC,,,,30,0,30,0
135938,2018W,DIG SIG&IMG PRCS,DSP fundamentals; image processing; signal representation; digital filtering; statistical estimation; DSP applications.,FACULTY OF APPLIED SCIENCE                        ,ELEC,421,T1C,TUT,3,"One of EECE 269, ELEC 221, EECE 359, EECE 369.",,1,W,5:30 PM,7:30 PM,UBC,MCLD,348,,0,0,0,0
135939,2018W,DIG SIG&IMG PRCS,DSP fundamentals; image processing; signal representation; digital filtering; statistical estimation; DSP applications.,FACULTY OF APPLIED SCIENCE                        ,ELEC,421,T1W,TUT,3,"One of EECE 269, ELEC 221, EECE 359, EECE 369.",,1,,,,UBC,,,,5,0,5,0
135942,2018W,COMMNCATN SYS I,"Review of probability theory, signals and noise; digital communication over Gaussian noise channels, optimal receiver design, modulation techniques and error performance calculations; measure of information, source coding, symbol and stream codes; channel coding, capacity, simple linear block codes; practical applications.",FACULTY OF APPLIED SCIENCE                        ,ELEC,431,101,LEC,3,"One of EECE 269, EECE 359, ELEC 221 and one of EECE 357, ELEC 321, MATH 302, MATH 318, STAT 251, STAT 302, STAT 357.",,1,MWF,10:00 AM,11:00 AM,UBC,MCLD,220,"LEUNG, CYRIL",19,21,-1,20
135943,2018W,COMMNCATN SYS I,"Review of probability theory, signals and noise; digital communication over Gaussian noise channels, optimal receiver design, modulation techniques and error performance calculations; measure of information, source coding, symbol and stream codes; channel coding, capacity, simple linear block codes; practical applications.",FACULTY OF APPLIED SCIENCE                        ,ELEC,431,1W1,W-L,3,"One of EECE 269, EECE 359, ELEC 221 and one of EECE 357, ELEC 321, MATH 302, MATH 318, STAT 251, STAT 302, STAT 357.",,1,,,,UBC,,,,20,0,20,0
135953,2018W,INTRO ROBOTICS,"Common manipulator configurations, actuator and sensor technology. Efficient representations and computational methods for real-time microprocessor-based implementation of robot control algorithms. Robot control methods, network equivalents, impedance control. Introduction to teleoperation implementation aspects.",FACULTY OF APPLIED SCIENCE                        ,ELEC,442,101,LEC,3,PHYS 170.,,1,MWF,3:00 PM,4:00 PM,UBC,ESB,2012,"YAN, JOSEPH",30,50,7,23
135954,2018W,INTRO ROBOTICS,"Common manipulator configurations, actuator and sensor technology. Efficient representations and computational methods for real-time microprocessor-based implementation of robot control algorithms. Robot control methods, network equivalents, impedance control. Introduction to teleoperation implementation aspects.",FACULTY OF APPLIED SCIENCE                        ,ELEC,442,1W1,W-L,3,PHYS 170.,,1,,,,UBC,,,,20,0,20,0
135955,2018W,POWER ELECTRNICS,"Power diodes, thyristors, transistors and FETs; analysis of idealized circuits with generalized loads; AC-DC, DC-DC, DC-AC, AC-AC converters, modulation techniques, gating circuits; practical design and applications.",FACULTY OF APPLIED SCIENCE                        ,ELEC,451,101,LEC,4,"One of EECE 356, EECE 365, ELEC 301, ELEC 344, EECE 373, ELEC 342.",,1,MWF,3:00 PM,4:00 PM,UBC,CHEM,D300,"ORDONEZ, MARTIN",-70,72,-20,-50
135956,2018W,POWER ELECTRNICS,"Power diodes, thyristors, transistors and FETs; analysis of idealized circuits with generalized loads; AC-DC, DC-DC, DC-AC, AC-AC converters, modulation techniques, gating circuits; practical design and applications.",FACULTY OF APPLIED SCIENCE                        ,ELEC,451,1W1,W-L,4,"One of EECE 356, EECE 365, ELEC 301, ELEC 344, EECE 373, ELEC 342.",,1,,,,UBC,,,,20,0,20,0
135957,2018W,POWER ELECTRNICS,"Power diodes, thyristors, transistors and FETs; analysis of idealized circuits with generalized loads; AC-DC, DC-DC, DC-AC, AC-AC converters, modulation techniques, gating circuits; practical design and applications.",FACULTY OF APPLIED SCIENCE                        ,ELEC,451,L1A,LAB,4,"One of EECE 356, EECE 365, ELEC 301, ELEC 344, EECE 373, ELEC 342.",,1,W,,,UBC,,,"ORDONEZ, MARTIN",37,0,37,0
135958,2018W,POWER ELECTRNICS,"Power diodes, thyristors, transistors and FETs; analysis of idealized circuits with generalized loads; AC-DC, DC-DC, DC-AC, AC-AC converters, modulation techniques, gating circuits; practical design and applications.",FACULTY OF APPLIED SCIENCE                        ,ELEC,451,L1B,LAB,4,"One of EECE 356, EECE 365, ELEC 301, ELEC 344, EECE 373, ELEC 342.",,1,M,4:00 PM,7:00 PM,UBC,MCLD,306,"ORDONEZ, MARTIN",-4,40,-4,0
135959,2018W,POWER ELECTRNICS,"Power diodes, thyristors, transistors and FETs; analysis of idealized circuits with generalized loads; AC-DC, DC-DC, DC-AC, AC-AC converters, modulation techniques, gating circuits; practical design and applications.",FACULTY OF APPLIED SCIENCE                        ,ELEC,451,L1C,LAB,4,"One of EECE 356, EECE 365, ELEC 301, ELEC 344, EECE 373, ELEC 342.",,1,M,11:00 AM,2:00 PM,UBC,MCLD,306,"ORDONEZ, MARTIN",4,32,4,0
135960,2018W,POWER ELECTRNICS,"Power diodes, thyristors, transistors and FETs; analysis of idealized circuits with generalized loads; AC-DC, DC-DC, DC-AC, AC-AC converters, modulation techniques, gating circuits; practical design and applications.",FACULTY OF APPLIED SCIENCE                        ,ELEC,451,L1W,W-L,4,"One of EECE 356, EECE 365, ELEC 301, ELEC 344, EECE 373, ELEC 342.",,1,,,,UBC,,,,10,0,10,0
135961,2018W,POWER SYS ANALYS,"Transmission and distribution; phasors, complex power; balanced/unbalanced three-phase operation; symmetrical components, sequence networks; voltage regulation; short circuit capacity; circuit breakers; transmission lines, series/shunt impedance; short, medium, and long line models.",FACULTY OF APPLIED SCIENCE                        ,ELEC,453,101,LEC,4,"One of EECE 373, ELEC 342.",,1,TR,9:30 AM,11:00 AM,UBC,MCLD,242,"MARTI, JOSE",31,29,17,14
135962,2018W,POWER SYS ANALYS,"Transmission and distribution; phasors, complex power; balanced/unbalanced three-phase operation; symmetrical components, sequence networks; voltage regulation; short circuit capacity; circuit breakers; transmission lines, series/shunt impedance; short, medium, and long line models.",FACULTY OF APPLIED SCIENCE                        ,ELEC,453,1W1,W-L,4,"One of EECE 373, ELEC 342.",,1,,,,UBC,,,,20,0,20,0
135963,2018W,POWER SYS ANALYS,"Transmission and distribution; phasors, complex power; balanced/unbalanced three-phase operation; symmetrical components, sequence networks; voltage regulation; short circuit capacity; circuit breakers; transmission lines, series/shunt impedance; short, medium, and long line models.",FACULTY OF APPLIED SCIENCE                        ,ELEC,453,T1A,TUT,4,"One of EECE 373, ELEC 342.",,1,T,11:00 AM,1:00 PM,UBC,MCLD,242,"MARTI, JOSE",31,29,31,0
135964,2018W,POWER SYS ANALYS,"Transmission and distribution; phasors, complex power; balanced/unbalanced three-phase operation; symmetrical components, sequence networks; voltage regulation; short circuit capacity; circuit breakers; transmission lines, series/shunt impedance; short, medium, and long line models.",FACULTY OF APPLIED SCIENCE                        ,ELEC,453,T1W,W-L,4,"One of EECE 373, ELEC 342.",,1,,,,UBC,,,,10,0,10,0
135974,2018W,OPTIMIZ PWR SYST,"Application of linear and nonlinear optimization methods in power systems; constrained optimization; optimal power flow; economic dispatch; electricity market; local prices for active and reactive power; security-constrained OPF; state estimation, reliability analysis.",FACULTY OF APPLIED SCIENCE                        ,ELEC,457,101,LEC,3,,,1,F,5:00 PM,8:00 PM,UBC,MCLD,202,"VAAHEDI, EBRAHIM",43,17,14,29
135975,2018W,OPTIMIZ PWR SYST,"Application of linear and nonlinear optimization methods in power systems; constrained optimization; optimal power flow; economic dispatch; electricity market; local prices for active and reactive power; security-constrained OPF; state estimation, reliability analysis.",FACULTY OF APPLIED SCIENCE                        ,ELEC,457,1W1,W-L,3,,,1,,,,UBC,,,,20,0,20,0
135976,2018W,OPTIMIZ PWR SYST,"Application of linear and nonlinear optimization methods in power systems; constrained optimization; optimal power flow; economic dispatch; electricity market; local prices for active and reactive power; security-constrained OPF; state estimation, reliability analysis.",FACULTY OF APPLIED SCIENCE                        ,ELEC,457,T1A,OPT,3,,,1,W,10:00 AM,11:00 AM,UBC,CHBE,103,"VAAHEDI, EBRAHIM",45,15,45,0
135977,2018W,OPTIMIZ PWR SYST,"Application of linear and nonlinear optimization methods in power systems; constrained optimization; optimal power flow; economic dispatch; electricity market; local prices for active and reactive power; security-constrained OPF; state estimation, reliability analysis.",FACULTY OF APPLIED SCIENCE                        ,ELEC,457,T1W,W-L,3,,,1,,,,UBC,,,,10,0,10,0
135978,2018W,SNSR&ACT MICRSYS,"The mechanisms, design, fabrication, and testing of microsensors, actuators, and microelectromechanical systems (MEMS).",FACULTY OF APPLIED SCIENCE                        ,ELEC,462,101,LEC,3,,,1,MWF,12:00 PM,1:00 PM,UBC,SCRF,209,"STOEBER, BORIS",16,44,-12,28
135979,2018W,SNSR&ACT MICRSYS,"The mechanisms, design, fabrication, and testing of microsensors, actuators, and microelectromechanical systems (MEMS).",FACULTY OF APPLIED SCIENCE                        ,ELEC,462,1W1,W-L,3,,,1,,,,UBC,,,,20,0,20,0
135980,2018W,MIC/NAN INST LAB,Microfabrication methods and nanofabrication techniques. Imaging and characterization of micro and nanostructures. Restricted to students admitted to the Nanotechnology and Microsystems Option in Electrical Engineering.,FACULTY OF APPLIED SCIENCE                        ,ELEC,463,101,LEC,3,,,1,F,2:00 PM,4:00 PM,UBC,MCLD,214,"CHROSTOWSKI, LUKAS",1,13,1,0
135981,2018W,MIC/NAN INST LAB,Microfabrication methods and nanofabrication techniques. Imaging and characterization of micro and nanostructures. Restricted to students admitted to the Nanotechnology and Microsystems Option in Electrical Engineering.,FACULTY OF APPLIED SCIENCE                        ,ELEC,463,1W1,W-L,3,,,1,,,,UBC,,,,20,0,20,0
135982,2018W,MIC/NAN INST LAB,Microfabrication methods and nanofabrication techniques. Imaging and characterization of micro and nanostructures. Restricted to students admitted to the Nanotechnology and Microsystems Option in Electrical Engineering.,FACULTY OF APPLIED SCIENCE                        ,ELEC,463,L1A,LAB,3,,,1,T,5:30 PM,8:30 PM,UBC,,,"CHROSTOWSKI, LUKAS",6,0,6,0
135983,2018W,MIC/NAN INST LAB,Microfabrication methods and nanofabrication techniques. Imaging and characterization of micro and nanostructures. Restricted to students admitted to the Nanotechnology and Microsystems Option in Electrical Engineering.,FACULTY OF APPLIED SCIENCE                        ,ELEC,463,L1B,LAB,3,,,1,W,5:00 PM,8:00 PM,UBC,,,"CHROSTOWSKI, LUKAS",0,6,0,0
135984,2018W,MIC/NAN INST LAB,Microfabrication methods and nanofabrication techniques. Imaging and characterization of micro and nanostructures. Restricted to students admitted to the Nanotechnology and Microsystems Option in Electrical Engineering.,FACULTY OF APPLIED SCIENCE                        ,ELEC,463,L1C,LAB,3,,,1,R,5:30 PM,8:30 PM,UBC,,,"CHROSTOWSKI, LUKAS",0,6,0,0
135985,2018W,MIC/NAN INST LAB,Microfabrication methods and nanofabrication techniques. Imaging and characterization of micro and nanostructures. Restricted to students admitted to the Nanotechnology and Microsystems Option in Electrical Engineering.,FACULTY OF APPLIED SCIENCE                        ,ELEC,463,L1D,LAB,3,,,1,F,5:00 PM,8:00 PM,UBC,,,"CHROSTOWSKI, LUKAS",6,0,6,0
135986,2018W,MIC/NAN INST LAB,Microfabrication methods and nanofabrication techniques. Imaging and characterization of micro and nanostructures. Restricted to students admitted to the Nanotechnology and Microsystems Option in Electrical Engineering.,FACULTY OF APPLIED SCIENCE                        ,ELEC,463,L1W,W-L,3,,,1,,,,UBC,,,,10,0,10,0
135987,2018W,MICROSYS DESIGN,"Structured modeling and design practices; multiphysics at microscales; physical limitations in MEMS; interface with electronics; behavioural modeling languages for mixed analog-digital system design. Credit will only be given for one of EECE 489, ELEC 465, or EECE 581.",FACULTY OF APPLIED SCIENCE                        ,ELEC,465,101,LEC,3,,,1,MWF,10:00 AM,11:00 AM,UBC,CEME,1212,"CRETU, EDMOND",29,5,8,21
135988,2018W,MICROSYS DESIGN,"Structured modeling and design practices; multiphysics at microscales; physical limitations in MEMS; interface with electronics; behavioural modeling languages for mixed analog-digital system design. Credit will only be given for one of EECE 489, ELEC 465, or EECE 581.",FACULTY OF APPLIED SCIENCE                        ,ELEC,465,1W1,W-L,3,,,1,,,,UBC,,,,20,0,20,0
135989,2018W,MEDICAL IMAGING,"Physical principles of ultrasound, magnetic resonance, computed tomography, X-ray projection imaging and molecular imaging in medical imaging for diagnostics, therapeutics, and interventions.",FACULTY OF APPLIED SCIENCE                        ,ELEC,471,101,LEC,3,"One of EECE 331, ELEC 371 and one of EECE 360, ELEC 341 and one of EECE 364, ELEC 311 and one of EECE 269, ELEC 221, EECE 359.",,1,MWF,11:00 AM,12:00 PM,UBC,MCLD,220,"ROHLING, ROBERT",16,24,16,0
135990,2018W,MEDICAL IMAGING,"Physical principles of ultrasound, magnetic resonance, computed tomography, X-ray projection imaging and molecular imaging in medical imaging for diagnostics, therapeutics, and interventions.",FACULTY OF APPLIED SCIENCE                        ,ELEC,471,1W1,W-L,3,"One of EECE 331, ELEC 371 and one of EECE 360, ELEC 341 and one of EECE 364, ELEC 311 and one of EECE 269, ELEC 221, EECE 359.",,1,,,,UBC,,,,20,0,20,0
135991,2018W,BIOLOGICAL MEMS,"Principles of sensors, actuators, microfluidics, biotechnology and nanotechnology, with applications in probing, detection, assaying and drug delivery.",FACULTY OF APPLIED SCIENCE                        ,ELEC,473,101,LEC,3,,,1,TR,9:30 AM,11:00 AM,UBC,CEME,1215,"CHEUNG, KAREN",9,33,1,8
135992,2018W,BIOLOGICAL MEMS,"Principles of sensors, actuators, microfluidics, biotechnology and nanotechnology, with applications in probing, detection, assaying and drug delivery.",FACULTY OF APPLIED SCIENCE                        ,ELEC,473,1W1,W-L,3,,,1,,,,UBC,,,,20,0,20,0
135993,2018W,BIOPHOTONICS,"Lens theory, light sources and detectors, image resolution and contrast, tissue absorption and scattering, fluorescence, microscopy, spectroscopy, optical imaging systems, and their applications to life sciences and medicine.",FACULTY OF APPLIED SCIENCE                        ,ELEC,474,101,LEC,3,,,1,TR,11:00 AM,12:30 PM,UBC,CEME,1212,"TANG, SHUO",15,5,15,0
135994,2018W,BIOPHOTONICS,"Lens theory, light sources and detectors, image resolution and contrast, tissue absorption and scattering, fluorescence, microscopy, spectroscopy, optical imaging systems, and their applications to life sciences and medicine.",FACULTY OF APPLIED SCIENCE                        ,ELEC,474,1W1,LEC,3,,,1,,,,UBC,,,,10,0,10,0
135995,2018W,ECON ANLYS PROJ,"Time-money relationships; economic analysis of alternatives including the effects of interest rates, inflation, depreciation, taxation and uncertainty; cost estimation and budgeting; financial analysis of engineering operations.",FACULTY OF APPLIED SCIENCE                        ,ELEC,481,101,LEC,3,,,1,MW,8:30 AM,10:00 AM,UBC,MCLD,228,"WISEMAN, KELLEEN",-1,66,-7,6
135996,2018W,ECON ANLYS PROJ,"Time-money relationships; economic analysis of alternatives including the effects of interest rates, inflation, depreciation, taxation and uncertainty; cost estimation and budgeting; financial analysis of engineering operations.",FACULTY OF APPLIED SCIENCE                        ,ELEC,481,1W1,W-L,3,,,1,,,,UBC,,,,60,0,60,0
136015,2018W,UNDERGRAD THESIS,"Project in electrical engineering or computer engineering involving design, experimental and/or computer simulation work as selected from topics supplied by faculty members. An individual project thesis is to be prepared according to specifications available from the departmental office.",FACULTY OF APPLIED SCIENCE                        ,ELEC,499A,101,THS,3,,,1,M,,,UBC,,,,5,0,5,0
136016,2018W,UNDERGRAD THESIS,"Project in electrical engineering or computer engineering involving design, experimental and/or computer simulation work as selected from topics supplied by faculty members. An individual project thesis is to be prepared according to specifications available from the departmental office.",FACULTY OF APPLIED SCIENCE                        ,ELEC,499A,1W1,W-L,3,,,1,,,,UBC,,,,5,0,5,0
136021,2018W,UNDERGRAD THESIS,"Project in electrical engineering or computer engineering involving design, experimental and/or computer simulation work as selected from topics supplied by faculty members. An individual project thesis is to be prepared according to specifications available from the departmental office.",FACULTY OF APPLIED SCIENCE                        ,ELEC,499B,102,THS,6,,,1,,,,UBC,,,"MADDEN, JOHN",5,0,5,0
136022,2018W,UNDERGRAD THESIS,"Project in electrical engineering or computer engineering involving design, experimental and/or computer simulation work as selected from topics supplied by faculty members. An individual project thesis is to be prepared according to specifications available from the departmental office.",FACULTY OF APPLIED SCIENCE                        ,ELEC,499B,1W2,W-L,6,,,1,,,,UBC,,,,5,0,5,0
136026,2018W,MIX SIG RF INT C,Credit will only be given for one of ELEC 507 or EECE 595.,FACULTY OF APPLIED SCIENCE                        ,ELEC,507,101,LEC,3,,,1,F,3:00 PM,4:30 PM,UBC,MCLD,254,"ROSALES, ROBERTO",12,8,12,0
136027,2018W,MIX SIG RF INT C,Credit will only be given for one of ELEC 507 or EECE 595.,FACULTY OF APPLIED SCIENCE                        ,ELEC,507,101,LEC,3,,,1,R,3:30 PM,5:00 PM,UBC,MCLD,254,"ROSALES, ROBERTO",12,8,12,0
136028,2018W,BIO MICRO DEV,Credit will only be given for one of ELEC 521 or EECE 532.,FACULTY OF APPLIED SCIENCE                        ,ELEC,521,101,LEC,3,,,1,T,11:00 AM,12:30 PM,UBC,CEME,1210,"CHEUNG, KAREN",17,3,17,0
136029,2018W,BIO MICRO DEV,Credit will only be given for one of ELEC 521 or EECE 532.,FACULTY OF APPLIED SCIENCE                        ,ELEC,521,101,LEC,3,,,1,TR,9:30 AM,11:00 AM,UBC,CEME,1215,"CHEUNG, KAREN",17,3,17,0
136030,2018W,BIO MICRO DEV,Credit will only be given for one of ELEC 521 or EECE 532.,FACULTY OF APPLIED SCIENCE                        ,ELEC,521,1W1,W-L,3,,,1,,,,UBC,,,,10,0,10,0
136031,2018W,MED IMG,Credit will only be given for one of ELEC 523 or EECE 544.,FACULTY OF APPLIED SCIENCE                        ,ELEC,523,101,LEC,3,,,1,R,3:00 PM,4:30 PM,UBC,SCRF,202,"NAJARIAN, SIAMAK",-3,33,-3,0
136032,2018W,MED IMG,Credit will only be given for one of ELEC 523 or EECE 544.,FACULTY OF APPLIED SCIENCE                        ,ELEC,523,101,LEC,3,,,1,T,3:00 PM,4:30 PM,UBC,SCRF,1003,"NAJARIAN, SIAMAK",-3,33,-3,0
136033,2018W,MED IMG,Credit will only be given for one of ELEC 523 or EECE 544.,FACULTY OF APPLIED SCIENCE                        ,ELEC,523,1W1,W-L,3,,,1,,,,UBC,,,,5,0,5,0
136034,2018W,ADV BIOPHOTO,Credit will only be given for one of ELEC 524 or EECE 535.,FACULTY OF APPLIED SCIENCE                        ,ELEC,524,101,LEC,3,,,1,TR,11:00 AM,12:30 PM,UBC,CEME,1212,"TANG, SHUO",0,10,0,0
136036,2018W,ADV MICRO DESIGN,Credit will only be given for one of ELEC 544 or EECE 509.,FACULTY OF APPLIED SCIENCE                        ,ELEC,544,101,LEC,3,,,1,MWF,10:00 AM,11:00 AM,UBC,CEME,1212,"CRETU, EDMOND",3,7,3,0
136037,2018W,MICRO NANO FABR ,Credit will only be given for one of ELEC 546 or EECE 573.,FACULTY OF APPLIED SCIENCE                        ,ELEC,546,101,LEC,3,,,1,MW,3:00 PM,4:30 PM,UBC,CEME,1210,"TAKAHATA, KENICHI",10,5,10,0
136038,2018W,MICRO NANO FABR ,Credit will only be given for one of ELEC 546 or EECE 573.,FACULTY OF APPLIED SCIENCE                        ,ELEC,546,1W1,W-L,3,,,1,,,,UBC,,,,5,0,5,0
136040,2018W,ELI - KOREA UNIV,,,ELI,001,1,DIS,,,,1,,,,UBC,,,,0,0,0,0
136042,2018W,EXECUTIV PROJECT,Restricted to Executive M.B.A. students.,FACULTY OF COMMERCE & BUSINESS ADMINISTRATION     ,EMBA,587B,1,PRJ,3,,,1,,,,UBC,,,,0,0,0,0
136045,2018W,TPCS STRAT&ECON,Restricted to Executive M.B.A. students.,FACULTY OF COMMERCE & BUSINESS ADMINISTRATION     ,EMBA,598A,2,LEC,1.5,,,1,TWR,,,UBC,,,"TANSEY, JAMES",0,0,0,0
136046,2018W,TPCS STRAT&ECON,Restricted to Executive M.B.A. students.,FACULTY OF COMMERCE & BUSINESS ADMINISTRATION     ,EMBA,598A,2,SEM,1.5,,,1,WR,,,UBC,,,"TANSEY, JAMES",0,0,0,0
136047,2018W,TPCS STRAT&ECON,Restricted to Executive M.B.A. students.,FACULTY OF COMMERCE & BUSINESS ADMINISTRATION     ,EMBA,598A,2,SEM,1.5,,,1,,,,UBC,,,"TANSEY, JAMES",0,0,0,0
136048,2018W,TPCS STRAT&ECON,Restricted to Executive M.B.A. students.,FACULTY OF COMMERCE & BUSINESS ADMINISTRATION     ,EMBA,598B,1,SEM,1.5,,,1,UFS,,,UBC,,,"SKARLICKI, DAN",0,0,0,0
136049,2018W,TPCS STRAT&ECON,Restricted to Executive M.B.A. students.,FACULTY OF COMMERCE & BUSINESS ADMINISTRATION     ,EMBA,598B,3,LEC,1.5,,,1,F,,,UBC,,,"TANSEY, JAMES",0,0,0,0
136050,2018W,TPCS STRAT&ECON,Restricted to Executive M.B.A. students.,FACULTY OF COMMERCE & BUSINESS ADMINISTRATION     ,EMBA,598B,3,LEC,1.5,,,1,UFS,,,UBC,,,"TANSEY, JAMES",0,0,0,0
136051,2018W,INTRO WORKSHOP,"Week long orientation to the School community, the City and the study of design one week prior to the start of Winter Session Term 1. Credit will be granted for only one of ENDS 101 or DES 101.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,101,1,WRK,1,,,1,MTWRF,9:00 AM,5:00 PM,UBC,ESB,1012,"BASS, JOHN",3,29,0,3
136053,2018W,ARCH DRAFTING,"Techniques applicable to analytic and technical drawing used in architecture, landscape architecture, and urban design with focus primarily on analog drawing. Credit will be granted for only one of ENDS 110 or DES 110.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,110,2,L-L,3,,,1,W,2:00 PM,5:00 PM,UBC,LASR,105,"MILLER, MARY",10,20,10,0
136055,2018W,ARCH DRAFTING,"Techniques applicable to analytic and technical drawing used in architecture, landscape architecture, and urban design with focus primarily on analog drawing. Credit will be granted for only one of ENDS 110 or DES 110.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,110,WL2,W-L,3,,,1,W,,,UBC,,,"MILLER, MARY",30,0,30,0
136062,2018W,ARCH VANCOUVER,"The unfolding architecture and urbanism of Metro Vancouver. Using Vancouver as a laboratory to examine the historical transformation of the built environment, and how this has affected particular activities, land uses, and social groups within the region. Credit will be granted for only one of ENDS 220 or DES 220.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,220,1,LEC,3,,,1,W,4:30 PM,6:30 PM,UBC,DMP,310,"LAMONTAGNE, NEAL",1,119,1,0
136063,2018W,ARCH VANCOUVER,"The unfolding architecture and urbanism of Metro Vancouver. Using Vancouver as a laboratory to examine the historical transformation of the built environment, and how this has affected particular activities, land uses, and social groups within the region. Credit will be granted for only one of ENDS 220 or DES 220.",SCHOOL OF ARCHITECTURE & LANDSCAPE ARCHITECTURE   ,ENDS,220,T11,TUT,3,,,1,R,9:30 AM,10:30 AM,UBC,ORCH,3058,"LAMONTAGNE, NEAL",2,18,2,0
