,SESSION_YEAR,COURSE_TITLE,COURSE_DESCRIPTION,FACULTY,SUBJECT_CODE,COURSE_NUMBER,SECTION_NUMBER,SECTION_TYPE,CREDITS,PRE_REQUISITE_DESCRIPTIONS,CO_PRE_REQUISITE_DESCRIPTIONS,TERM,DAYSMET,START_TIME,END_TIME,CAMPUS,BUILDING,ROOM_NUMBER,INSTRUCTORS,TOTAL_SEATS_REMAINING,CURRENTLY_REGISTERED,GENERAL_SEATS_REMAINING,RESTRICTED_SEATS_REMAINING
127935,2018W,FUND GENETICS,"Genotype and phenotype, mechanisms of inheritance, genetic analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,234,T13,TUT,3,"Either (a) all of BIOL 112, BIOL 121 or (b) SCIE 001.",,1,W,1:00 PM,3:00 PM,UBC,WOOD,B75,,1,24,1,0
127936,2018W,FUND GENETICS,"Genotype and phenotype, mechanisms of inheritance, genetic analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,234,T15,TUT,3,"Either (a) all of BIOL 112, BIOL 121 or (b) SCIE 001.",,1,F,11:00 AM,1:00 PM,UBC,SWNG,406,,3,22,2,0
127937,2018W,FUND GENETICS,"Genotype and phenotype, mechanisms of inheritance, genetic analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,234,T17,TUT,3,"Either (a) all of BIOL 112, BIOL 121 or (b) SCIE 001.",,1,F,12:00 PM,2:00 PM,UBC,SWNG,307,,2,23,2,0
127938,2018W,FUND GENETICS,"Genotype and phenotype, mechanisms of inheritance, genetic analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,234,T18,TUT,3,"Either (a) all of BIOL 112, BIOL 121 or (b) SCIE 001.",,1,R,1:00 PM,3:00 PM,UBC,ANSO,202,,8,17,8,0
127939,2018W,FUND GENETICS,"Genotype and phenotype, mechanisms of inheritance, genetic analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,234,T19,TUT,3,"Either (a) all of BIOL 112, BIOL 121 or (b) SCIE 001.",,1,R,1:00 PM,3:00 PM,UBC,SWNG,307,,3,22,1,0
127940,2018W,FUND GENETICS,"Genotype and phenotype, mechanisms of inheritance, genetic analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,234,T20,TUT,3,"Either (a) all of BIOL 112, BIOL 121 or (b) SCIE 001.",,1,R,1:00 PM,3:00 PM,UBC,SWNG,406,,4,21,-4,0
127963,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,101,LEC,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,TR,2:00 PM,3:30 PM,UBC,WESB,100,"WHITLOCK, MICHAEL",-1,251,-3,2
127964,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,1W1,W-L,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,TR,2:00 PM,3:30 PM,UBC,,,,20,0,20,0
127967,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L01,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,M,11:00 AM,1:00 PM,UBC,COPP,2008,,0,25,0,0
127968,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L02,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,M,2:00 PM,4:00 PM,UBC,COPP,2008,,-1,26,-1,0
127969,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L03,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,T,9:00 AM,11:00 AM,UBC,COPP,2008,,0,25,0,0
127970,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L04,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,W,11:00 AM,1:00 PM,UBC,COPP,2008,,0,25,0,0
127971,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L05,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,W,2:00 PM,4:00 PM,UBC,COPP,2008,,0,25,0,0
127972,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L06,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,R,9:00 AM,11:00 AM,UBC,COPP,2008,,0,25,0,0
127973,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L07,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,F,11:00 AM,1:00 PM,UBC,COPP,2008,,0,25,0,0
127974,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L08,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,F,2:00 PM,4:00 PM,UBC,COPP,2008,,0,25,0,0
127975,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L09,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,F,9:00 AM,11:00 AM,UBC,COPP,2008,,0,25,0,0
127976,2018W,FUND OF BIOSTATS,"Statistical procedures for biological research; estimation, hypothesis testing, goodness of fit, analysis of variance and regression; use of computers for statistical analysis. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,300,L10,LAB,3,"Either (a) BIOL 121 and one of MATH 101, MATH 103, MATH 105, MATH 121;  or (b) SCIE 001.",,1,T,11:00 AM,1:00 PM,UBC,COPP,2008,,0,25,0,0
127986,2018W,BIOMATHEMATICS,"Introduction to uses of mathematics in the biological sciences; experimental design and modelling of biological processes. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,301,101,LEC,3,,"One of BIOL 300, STAT 200.",1,TR,8:00 AM,9:30 AM,UBC,ESB,2012,"OTTO, SARAH",10,30,10,0
127987,2018W,BIOMATHEMATICS,"Introduction to uses of mathematics in the biological sciences; experimental design and modelling of biological processes. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,301,1W1,W-L,3,,"One of BIOL 300, STAT 200.",1,TR,8:00 AM,9:00 AM,UBC,,,,10,0,10,0
127988,2018W,BIOMATHEMATICS,"Introduction to uses of mathematics in the biological sciences; experimental design and modelling of biological processes. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,301,T01,TUT,3,,"One of BIOL 300, STAT 200.",1,T,1:00 PM,2:00 PM,UBC,COPP,2008,,8,12,8,0
127989,2018W,BIOMATHEMATICS,"Introduction to uses of mathematics in the biological sciences; experimental design and modelling of biological processes. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,301,T02,TUT,3,,"One of BIOL 300, STAT 200.",1,T,2:00 PM,3:00 PM,UBC,COPP,2008,,3,17,3,0
127991,2018W,ADVANCED ECOLOGY,"Ecology of populations, communities and ecosystems. Tests of ecological theory with experiments and application to environmental issues. Labs meet once a month. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,306,101,LEC,3,BIOL 230.,,1,MWF,9:00 AM,10:00 AM,UBC,SWNG,222,"GOODEY, WAYNE; MICHALETZ, SEAN; O'CONNOR, MARY",89,91,89,0
127992,2018W,ADVANCED ECOLOGY,"Ecology of populations, communities and ecosystems. Tests of ecological theory with experiments and application to environmental issues. Labs meet once a month. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,306,1W1,W-L,3,BIOL 230.,,1,MWF,9:00 AM,10:00 AM,UBC,,,,20,0,20,0
127993,2018W,ADVANCED ECOLOGY,"Ecology of populations, communities and ecosystems. Tests of ecological theory with experiments and application to environmental issues. Labs meet once a month. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,306,L01,LAB,3,BIOL 230.,,1,M,2:00 PM,5:00 PM,UBC,,,,6,15,6,0
127994,2018W,ADVANCED ECOLOGY,"Ecology of populations, communities and ecosystems. Tests of ecological theory with experiments and application to environmental issues. Labs meet once a month. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,306,L02,LAB,3,BIOL 230.,,1,M,2:00 PM,5:00 PM,UBC,,,,7,14,7,0
127995,2018W,ADVANCED ECOLOGY,"Ecology of populations, communities and ecosystems. Tests of ecological theory with experiments and application to environmental issues. Labs meet once a month. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,306,L03,LAB,3,BIOL 230.,,1,M,2:00 PM,5:00 PM,UBC,,,,13,8,13,0
127996,2018W,ADVANCED ECOLOGY,"Ecology of populations, communities and ecosystems. Tests of ecological theory with experiments and application to environmental issues. Labs meet once a month. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,306,L04,LAB,3,BIOL 230.,,1,W,2:00 PM,5:00 PM,UBC,,,,8,13,8,0
127997,2018W,ADVANCED ECOLOGY,"Ecology of populations, communities and ecosystems. Tests of ecological theory with experiments and application to environmental issues. Labs meet once a month. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,306,L05,LAB,3,BIOL 230.,,1,W,2:00 PM,5:00 PM,UBC,,,,13,8,13,0
127998,2018W,ADVANCED ECOLOGY,"Ecology of populations, communities and ecosystems. Tests of ecological theory with experiments and application to environmental issues. Labs meet once a month. Please consult the Faculty of Science Credit Exclusion Lists: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",FACULTY OF SCIENCE                                ,BIOL,306,L06,LAB,3,BIOL 230.,,1,W,2:00 PM,5:00 PM,UBC,,,,21,0,21,0
